company_name,job_title,location,page_number,posted_time,search_keyword,technologies,years_of_experience
Korea Hydro Nuclear Power co.LTD (KHNP)  ,"Junior Engineer (Construction Engineer, Civil)",Dabaa,4,9 days,Cloud,"·, Civil Engineering, Civil, Construction, Engineering, English, Power Plant, Nuclear Engineering",
Ultimate Solutions Egypt,Senior Full Stack Developer,Sheikh Zayed,6,19 days,backend,"·, Angular, API, Computer Science, Design, CSS3, Development, Docker",
CodeCooks,Full Stack Developer,New Cairo,6,17 days,backend,"·, Full Stack Developer, Information Technology (IT), Computer Science, Software Development, Full Stack",
ITIDA,Web Developer,Smart Village,6,24 days,backend,"·, Web Development, Computer Science",
Exceed,Senior PHP Developer (Laravel Expert),Cairo,6,21 days,backend,"·, Laravel, MySQL, PHP, API, Computer Science, Software Development, REST, Information Technology (IT)",
Mersal ,Engineering Director,Maadi,6,21 days,backend,"·, Civil Engineering, Leadership, Management, Project Management, Architectural Engineering, MEP Engineering",
Saikoro,Junior Web Developer,Cairo,6,21 days,backend,"·, Computer Science, API, CSS, HTML, MySQL, PHP, React, Software Development, Web Development",
"Telecom Systems Provider, LLC",Front End Developer,Maadi,6,24 days,backend,"·, CI/CD, Android, Computer Science, Software Engineering, Software, iOS, REST, Development, Information Technology (IT)",
Specialized Seamless Services ,Software Engineer,Cairo,6,24 days,backend,"·, CCNA, mssa, Radiology Information System, Computer Science, Information Technology (IT), SQL, Software Development",
Devency  ,Frontend Engineer,Nozha,6,,backend,"·, Software Development, Engineering, React, React.js, UI, front-end, Typescript, Agile",
ISTQSERVERS ,Full Stack Team Leader,Maadi,6,,backend,"·, Full Stack, Node.js",
Seoudi Supermarket,Senior Full Stack Developer (Laravel - Vue.js),Sheikh Zayed,6,,backend,"·, MySQL, Computer Science, CSS3, Full Stack, Git, HTML5, Information Technology (IT), React",
Charisma Design,Frontend,Nasr City,6,,backend,"·, HTML5, CSS3, JavaScript, Vue.js, nuxstjs",
INTELLEVO,Senior Digital Marketing Specialist,Dokki,6,,backend,"·, Digital Marketing, Social Media Advertising, Media Buying, Ads, Social Media, Ecommerce, eCommerce Advertising, Product Listing Optimization, Website Analytics",
Itechs Group,Software Engineer (Frontend),Nasr City,6,,backend,"·, CSS3, Git, HTML5, JavaScript, Redux, RESTful, Information Technology (IT), Software Engineering",
SURE International Technology,Senior React JS Developer,Nasr City,6,,backend,"·, React, JavaScript, React js",
Confidential,Planning Engineer,Riyadh,7,16 days,Data engineer,"·, Project Management, Cost Control, Primavera, Software, Construction",
Sinoma-cdi,Research And Development Engineer,Cairo,7,12 days,Data engineer,"·, Research, TO",
Softec Technologies,Python Team Lead - AI & Python Engineering,Cairo,7,23 days,Data engineer,"·, API, AWS, Communication skills, Computer Science, Development, Docker",
Core Construction and Finishing  Egypt,Business Development Engineer/Manager,Heliopolis,7,,Data engineer,"·, Business Development, Management, Development, sales skills, business",
Nesstra Egypt ,HVAC Technical Office Engineer,6th of October,7,13 days,Data engineer,"·, AutoCAD, Design, HVAC, Mechanical, Microsoft Office, Revit",
green river for urban development,Civil Site Engineer,Badr City,7,10 days,Data engineer,"·, Architecture, Construction",
Modern Interiors Design – Construction,Senior Planning Engineer,Mohandessin,7,21 days,Data engineer,"·, Primavera, Claims, MEP, Project Management, BOQ, Design",
أكاديمية ابداع للتدريب والاستشارات (Ibdaa Academy),Engineer-,Fleming,7,14 days,Data engineer,"·, Computer Science, Information Technology (IT), Arduino, Python, Teaching, Development, Software Development",
Minraf ,Mechanical Production Engineering,Obour City,7,13 days,Data engineer,"·, Education, Product Development, Product, Production, Systems",
Devency  ,Backend Engineer,Nozha,7,12 days,Data engineer,"·, Software Development, Typescript, Node.js, NoSQL, SQL, backend",
Nacita,Full-stack Software Engineer,Cairo,7,21 days,Data engineer,"·, software engineeer, angular, Agile, Java, nodejs, Kubernetes, Google Cloud",
Maalem-Group,Civil Technical office Engineer,New Cairo,7,14 days,Data engineer,"·, Communication, Management",
Confidential,Project Planning Engineer,Shorouk City,7,14 days,Data engineer,"·, Project, Communication, Computer Science, Construction, Information Technology (IT), Leadership, Management",
Roya Developments,Senior IT Operation Engineer,Sheraton,7,,Data engineer,"·, CCNA, Information Technology (IT), IT, Configuration, Computer Science, Troubleshooting, Software Development",
Promech Engineering,Electrical Maintenance Engineer (CNC Machines),Maadi,7,14 days,Data engineer,"·, Electrical, Electrical Maintenance, CNC Machines",
Scientific Gate ,Motion Graphic Designer,Nasr City,5,,Ai,"·, Adobe illustrator, Adobe Photoshop, After Effects, Design, Creative, Graphic, Graphic Design",
Confidential,Content Creator and Blog Writer,New Cairo,5,12 days,Ai,"·, Content, content creator, English, writer, Writing, Blogging, Blog Creation, Content Writing",
Confidential,Senior Design Architect,New Cairo,5,19 days,Ai,"·, Architecture, photoshop, Design, 3ds Max, Revit, Rhino",
Confidential,IT Manager,6th of October,5,19 days,Ai,"·, Information Technology (IT), IT",
34ML,Cloud Infrastructure Engineer,Heliopolis,5,11 days,Ai,"·, Software Development, Information Technology (IT), Web Development, Computer Engineering, Software Engineering, PHP, Laravel, Image Recognition",
Dora Management Solutions,Photo Editor,Sheraton,5,14 days,Ai,"·, Adobe Photoshop, Affinity Photo, Design, Digital technology, Editing Software Packages, Photo Editing, media, Creative",
Confidential,Full Stack Team Lead,Dubai,5,22 days,Ai,"·, Azure, back-end, Development, Information Technology (IT), Cloud, HTML, Computer Science, CSS, Java",
Seoudi Supermarket,Performance Marketing Specialist,Sheikh Zayed,5,15 days,Ai,"·, Digital Marketing, Google Analytics, SEO, Performance Marketing, Appsflyer, Kochava",
CLS Learning Solutions,Instructors (Min 5 Years Exp.),Cairo,5,18 days,Ai,"·, Training, Teaching, Computer Engineering, Computer Science, Development, Education, Instructor, Science, Software",
Smart Group,Medium Voltage Design Engineer,10th of Ramadan City,5,18 days,Ai,"·, AutoCAD, Design, Electrical Engineering, Medium Voltage",
DigiMora,Sales Marketing Executive,Heliopolis,5,25 days,Ai,"·, B2B Sales, Sales, sales skills, Marketing, Selling, Sales Target, Digital",
Axone Data,IT Sales Representative,Cairo,5,28 days,Ai,"·, Computer Science, Marketing, Software Development, B2B, business, Communication, Customer Service, IT sales, IT",
Professional Service Proserv,Content Creator,New Cairo,5,1 month,Ai,"·, Content, content creator, Creative, English, Social Media, Marketing, SEO",
Itechs Group,B2B Sales Account Manager,Nasr City,5,25 days,Ai,"·, Business Development, Customer Care, Customer Service, English, Sales, sales skills, Sales Target",
Al fawzy dental,Digital Marketing Manager,Downtown,5,,Ai,"·, Digital Marketing, Online Marketing, Google Ads, SEO, Kpi, Moderation, campaigns, CRM",
Amer Vision Group,Video Editor,Sheraton,8,9 days,software,"·, Adobe After Effects, Adobe Photoshop, Creative, Design, Editing, Graphic Design, video",
ICIS,Senior Full Stack Developer .Net + Angular,New Cairo,8,9 days,software,"·, Engineering, Computer Science, Information Technology (IT), Oracle, SQL, Asp.Net, MVC, HTML5",
Tawakol Metal Industries,Design Engineer,khanka,8,9 days,software,"·, CAD, Mechanical Design, Mechanical, Manufacturing, Design, Design Engineering",
Future Face,Senior Pre-Sales Engineer,Nasr City,8,11 days,software,"·, Presales, Information Technology (IT), Computer Engineering, Communication skills, Engineering, Cloud",
Confidential,Technical Architect,Shorouk City,8,10 days,software,"·, Technical Office, Architecture, Architect, AutoCAD, Engineering, Technical Architect, technical",
Devency  ,Frontend Engineer,Nozha,8,,software,"·, Engineering, React, React.js, UI, front-end, Typescript, Agile",
Roya Developments,Senior IT Operation Engineer,Sheraton,8,,software,"·, CCNA, Information Technology (IT), IT, Configuration, Computer Science, Troubleshooting",
Youxel,Senior Product Owner,Maadi,8,10 days,software,"·, Computer Science, Product Management, Product Owner, Agile, Development",
IBS Misr  ,Project Manager,Maadi,8,,software,"·, Civil Engineering, Architecture, Construction, Engineering, English, Information Technology (IT), Management",
classera,Full Stack Developer,New Beni Suef,8,,software,"·, Computer Science, Java, MySQL, React, .Net, Full Stack",
GROOVY Medical Spa,Junior Accountant,Heliopolis,8,,software,"·, ACCA, ACA, Accounting, Microsoft Office, CIMA, Finance",
Outservingplus,Tax Accountant,Giza,8,,software,"·, accountant, Accounting, Bookkeeping, CMA, CPA, excel",
Outservingplus,Senior Accountant,Giza,8,,software,"·, accountant, Accounting, business, CMA, CPA, excel",
Second home hospitality,General Accountant,Nasr City,8,,software,"·, Accounting, CMA, CPA, excel, Finance, Financial Analysis, Financial Management, GAAP",
Elsewedy Electric,Warehouse Keeper,10th of Ramadan City,8,,software,"·, Supply Chain, Warehouse, Logistics, inventory, forklift",
Biobusiness,.NET Full Stack Developer,Hadayek Alahram,7,24 days,frontend,"·, .Net, Angular, Full Stack",
E-Jawdah,Back-end Team Lead,Nasr City,7,18 days,frontend,"·, PHP, RESTful APIs., Git, HTML, JavaScript, CSS, Ruby, back-end",
Confidential,Full stack developer [PHP - Laravel],New Cairo,7,25 days,frontend,"·, Computer Science, Software Development, Information Technology (IT), Software Engineering, PHP, Python, Software",
Swift Distribution LLC,Website Senior Developer HTML,Cairo,7,19 days,frontend,"·, HTML, CSS, Software Development, Bootstrap, CSS3, WordPress, JavaScript",
Mersal ,Engineering Director,Maadi,7,21 days,frontend,"·, Civil Engineering, Leadership, Management, Project Management, Architectural Engineering, MEP Engineering",
Dakkaken Group,Senior Vendure & Next.js Developer,Cairo,7,24 days,frontend,"·, Docker, Node.js, JavaScript, Development, Js, Software Development, PostgreSQL, NestJS, Vendure",
E-Jawdah,Senior Back-End,Nasr City,7,23 days,frontend,"·, PHP, Git, HTML, back-end, RESTful APIs.",
"Telecom Systems Provider, LLC",Front End Developer,Maadi,7,24 days,frontend,"·, CI/CD, Android, Computer Science, Software Engineering, Software, iOS, REST, Development, Information Technology (IT)",
Premium Card,Developer ( .Net ),Cairo,7,24 days,frontend,"·, Information Technology (IT), Software Engineering, Software Development, .Net",
GB CONSULTING,Program Developer,Athens,7,25 days,frontend,"·, HTML, CSS, PHP, Programming, Software, SQL, Software Development, JavaScript, Java",
Global Brands,Senior .Net Developer,New Cairo,7,25 days,frontend,"·, .Net, ASP.Net, JavaScript, MVC, Software Development, SQL",
ISTQSERVERS ,Full Stack Team Leader,Maadi,7,,frontend,"·, Full Stack, Node.js",
Seoudi Supermarket,Workforce and Resources Planning Lead (Contact Center),Sheikh Zayed,7,,frontend,"·, Workforce Planning, Planning, Resources Planning",
Almosafer,Officer - Finance Operations,Mohandessin,7,,frontend,"·, Accounting, ERP, Finance, English, SAP, Tourism, Travel, Microsoft Office, Financial Accounting",
Itechs Group,Software Engineer (Backend),Nasr City,7,,frontend,"·, MySQL, MongoDB, JavaScript, PostgreSQL, Software Engineering, Software Development, presentation skills, communication skills",
Korea Hydro Nuclear Power co.LTD (KHNP)  ,"Junior Engineer (Design Engineer, Civil)",Dabaa,5,9 days,Cloud,"·, Architecture, Design, English Teaching, Nuclear Engineering, power plant, civil, Civil Engineering",
Korea Hydro Nuclear Power co.LTD (KHNP)  ,Russian Junior Engineer (Quality Assurance),Dabaa,5,9 days,Cloud,"·, Quality Control, Civil, Construction, Control, quality, Quality Assurance, English Teaching, Russian, Russian language",
Korea Hydro Nuclear Power co.LTD (KHNP)  ,Russian Design Engineer (Civil),Matruh,5,9 days,Cloud,"·, Civil Engineering, Design, Engineering, Construction, Civil, Architecture, Russian, Russian Language, English Language",
Korea Hydro Nuclear Power co.LTD (KHNP)  ,"Russian Junior Engineer (Construction Engineer, Civil)",Dabaa,5,9 days,Cloud,"·, Civil Engineering, Russian Nationality, Russian Speaker, English, Nuclear, Nuclear Power Plant, civil, Engineering, Construction",
Confidential,Technical Architect,Shorouk City,5,10 days,Cloud,"·, Technical Office, Architecture, Architect, Software, AutoCAD, Engineering, Technical Architect, technical",
Confidential,PHP Developer,Maadi,5,10 days,Cloud,"·, Laravel, MySQL, PHP, Software Development, Git, OOP, Vue.js, RESTful APIs, Systems Integration",
Smicolon GmbH,Senior Full Stack Engineer,Munich,5,11 days,Cloud,"·, Full Stack, Git, Computer Science, APIs, Information Technology (IT), Java, JavaScript",
KSB Service Egypt LLC ,FP&A and Reporting Specialist,New Cairo,5,11 days,Cloud,"·, EY, deliotte, accounting, finance, reporting, pwc, kpmg",
One Big Day Event Hire,Remote Virtual Assistant,Melbourne,5,13 days,Cloud,"·, online and admin support, adminstrative assistant, email support specialist, Customer Support, Client Service",
One Big Day Event Hire,Remote Virtual Assistant – Customer Communication & Quoting,Melbourne,5,13 days,Cloud,"·, online and admin support, adminstrative assistant, email support specialist, Customer Support, Client Service",
My Business Care Team,AWS / Amazon Connect Specialist,Cairo,5,23 days,Cloud,"·, AWS, Information Technology (IT), Python, Node.js, PHP, RESTful APIs, PostgreSQL, Amazon Web Services",
Meem Development,Senior Microsoft Dynamics 365 CRM Developer,Alexandria,5,15 days,Cloud,"·, Dynamics 365, Computer Science, Microsoft Dynamics, Microsoft dynamics 365, Software Development, CRM, HTML, Information Technology (IT), JavaScript",
Spark Systems,Back-end .NET Core Developer,Sheikh Zayed,5,17 days,Cloud,"·, .Net, .net core, ASP, ASP.Net, Information Technology (IT), Software Development, Computer Science, Software Engineering",
HIGHBASE TRADING W.L.L,Senior Full Stack PHP Laravel Developer (Remote - Full Time),Cairo,5,18 days,Cloud,"·, PHP, HTML5, CSS3, Laravel, MySQL, Vue.js, Tailwind, Front-End Development",
E-Jawdah,Back-end Team Lead,Nasr City,5,18 days,Cloud,"·, PHP, RESTful APIs., Git, HTML, JavaScript, CSS, Ruby, back-end",
RISEUP (Endemag for Administrative Skills Development),Senior web engineer lead,Nasr City,7,,backend,"·, JavaScript, HTML, CSS, Vuex (State Management), Vue Router, Webpack, NPM / Yarn, RESTful APIs, GraphQL",
Confidential,Front End Developer,Maadi,7,,backend,"·, APIs, CSS3, front-end, Git, HTML5, JavaScript, RESTful, Software Development, Vue.js",
ARTSY SILVER ,Shopify Developer,Sheikh Zayed,7,,backend,"·, Computer Science, CSS, Information Technology (IT), SEO, Shopify",
DARKNESSIA,Odoo Developer,6th of October,7,,backend,"·, Computer Science, Development, Odoo, Programming, Python, Information Technology (IT), Odoo Development",
Avanguard,E-Learning Operation Manager.,New Cairo,7,,backend,"·, business, Business Administration, E-Marketing, Communication, LMS, Management, Operations, Project Management, Administration",
Florida Estate Group,Legal Research Specialist (Real Estate),Miami,7,,backend,"·, Legal, Real Estate, Research, Data, Market Research, Property, Probate Research",
Confidential,Frappe & ERPNext Developer,Riyadh,7,26 days,backend,"·, Python, jQuery, JavaScript, HTML, erpnext, CSS, Computer Science",
Casita,PHP Developer,Dokki,7,8 days,backend,"·, Computer Science, Computer Engineering, Information Technology (IT), PHP, MySQL, MVC, AngularJS, jQuery",
Michigan Prime Shine,Office Coordinator,Austin,7,9 days,backend,"·, Communication, Administration, Customer Service, CRM, English, Customer Support, Skills, Communication skills",
ICIS,Senior Full Stack Developer .Net + Angular,New Cairo,7,9 days,backend,"·, Engineering, Computer Science, Information Technology (IT), Oracle, SQL, Asp.Net, MVC, HTML5",
Algoriza,Senior Full Stack Developer ( Node Js & React),Giza,7,9 days,backend,"·, AWS, Computer Science, CSS, front-end, HTML, Information Technology (IT), JavaScript",
Our Education,Senior PHP Developer (Laravel),Nasr City,7,9 days,backend,"·, PHP, Computer Science, Laravel, HTML5, CSS3, MVC, Programming, javaScript",
Confidential,PHP Developer,Maadi,7,10 days,backend,"·, Laravel, MySQL, PHP, Software Development, Git, OOP, Vue.js, RESTful APIs, Systems Integration",
Confidential,"Full-Stack AI Tool Developer (React, Next.js, PostgreSQL, AWS Lambda)",New Cairo,7,12 days,backend,"·, APIs, API, AWS, Computer Science, Full-Stack, Engineering, HTML, Information Technology (IT)",
Confidential,"Senior Full Stack Developer (.NET core , Angular 8+) Onsite",Nasr City,7,13 days,backend,"·, Information Technology (IT), Software Development, Software Engineering, OOP, ASP.NET, C#.Net, ADO.NET, SQL",
Q Design,Mechanical Engineer (Firefighting - Plumbing),New Cairo,8,15 days,Data engineer,"·, Firefighting, Plumbing, Revit, Revit MEP, AutoCAD, Design",
Energya Cables,Senior Technical office Engineer,10th of Ramadan City,8,15 days,Data engineer,"·, English, Technical Office",
Confidential,Production Scheduler Engineer,6th of October,8,14 days,Data engineer,"·, CNC, Lean manufacturing, Production, Planning, quality, Quality Control, mold making",
Al Ateeq Software,Data Analyst,Heliopolis,8,24 days,Data engineer,"·, Computer Science, Information Technology (IT), Analysis",
D Plus For Engineering & Contracting ,Tendering & Pricing Engineer - Architecture,New Cairo,8,18 days,Data engineer,"·, Architecture, Communication skills, Cost Estimation, Estimation, Management, Tendering, tender, Project Management",
Smart Technology Solutions,IT Services Engineer,Sheraton,8,14 days,Data engineer,"·, IT Support, Communication skills, Information Technology (IT), IT, Network Administration, Azure, Active Directory, Computer Science, IT infrastructure management",
FUTEC,Chemical Lab Quality Engineer,10th of Ramadan City,8,18 days,Data engineer,"·, Quality Control, Paints, Quality, Quality Assurance, Production, Coating, Chemical Lab",
Atlantic international collaboration ,Junior Sales Engineer,6th of October,8,17 days,Data engineer,"·, Communication skills, Communication, Mechanical, Sales, sales skills",
Atlantic international collaboration ,Senior Sales Engineer,Cairo,8,17 days,Data engineer,"·, Mechanical, Mechatronics, sales skills, Sales Target, Sales",
Ayoun Masr Co For Tourism Development,BIM Engineer (Civil/Mechanical),New Cairo,8,17 days,Data engineer,"·, AutoCAD, Asd, BIM, Civil, Mechanical, Revit",
National Electricity Technology Co.,Electrical Power Engineer,Bourj Alarab,8,17 days,Data engineer,"·, Maintenance, Power Station, AutoCAD, Power, Operation",
Confidential,"Data Availability officer ""Saudis only""",Riyadh,8,25 days,Data engineer,"·, business, Communication skills, Project Management",
MG ,Sales Engineering Manager Air Outlets,Nasr City,8,18 days,Data engineer,"·, AIR, Air Conditioning, Communication skills, Microsoft Office, Sales Target, sales skills",
Qubix,Structural Engineer,Sheikh Zayed,8,21 days,Data engineer,"·, Design, structural, Structural Design, Revit, Tekla, Autocad",
Mazloum,Mechanical Engineer,Nasr City,8,18 days,Data engineer,"·, Maintenance, mechanics, Mechanical, Vehicles",
Intouch CX ,French Operation Manager,Maadi,6,,Ai,"·, Operations, operation manager, bpo, Contact Center, French, team leading",
Genpact,Genpact || Sales team in digital marketing,New Cairo,6,,Ai,"·, Sales, English, Marketing, Digital Marketing, Communication, media",
ارم,Advertising and Motion Graphic Designer,Madina,6,,Ai,"·, Adobe Photoshop, Design, dreamweaver, Graphic Design, indesign, photoshop, Software",
Bright Creations,DAZU - React Frontend Developer,Smart Village,6,,Ai,"·, Sass, JavaScript, CSS, UI, Frontend, HTML5, Software Development, Vue.js",
UNLOCK,Customer Success Specialist,Cairo,6,,Ai,"·, Customer Care, Account Management, Business Development, Presentation Skills, business, Communication, English, Management",
Avanguard,E-Learning Art Director,New Cairo,6,,Ai,"·, After Effects, Art, Creative, Design, digital media, Adobe Photoshop, Graphic Design, Graphic, Fine Arts",
Confidential,Senior Flutter Developer (On-site),Nasr City,6,8 days,Ai,"·, Android Development, Flutter, APIs, Software Development, iOS, Android, Github, Information Technology (IT), Flutter developer",
ISpeedtoLead,Cold Calls Director (Real Estate – Remote),Boston,6,9 days,Ai,"·, Cold Calling, Cold Calls, calls, Real Estate, Sales, sales skills, Sales Target",
Confidential,Content Creator,New Cairo,6,29 days,Ai,"·, English, Content, Website Content, writer, Writing, Content Creation, Content Writing, Content Development, Content Management",
USAM,Program Management Internship,Heliopolis,6,16 days,Ai,"·, Marketing, Internship, Project Management, Program Management",
Kaffy Technologies,Graphic Designer,Cairo,6,1 month,Ai,"·, Adobe Photoshop, Adobe illustrator, Designer, Graphic Design, graphic designer, Graphic, Design, Video Editing, Video Montage",
My Cash Software,Sales Specialist,Cairo,6,16 days,Ai,"·, Sales, CRM Software, CRM, Marketing, Retail, sales skills, Sales Target, business, Customer Service",
Egypt Education Platform,Innovation Lead,Rehab City,6,1 month,Ai,"·, Information Technology (IT), Innovation, Educational Technology, Data Integration",
SellAbroad,Chief Technology Officer,New Cairo,6,1 month,Ai,"·, e-commerce application, Shopify Integration, Hiring, Professional Scrum Master, Communication, Computer Engineering, Computer Science, Information Technology (IT), Logistics",
Genie,Full Stack Developer,Alsadat City,6,1 month,Ai,"·, React, Django Framework, Python, tailwindcss, Full Stack Developer, JavaScript, Odoo, Computer Science",
Procrew,Accountant,San Stefano,9,,software,"·, Communication, Finance, excel, Communication skills",
Beta Developments,Accounting Manager - Facility Management,6th of October,9,,software,"·, Finance, Accounting, Financial Analysis, Financial Management, Financial, ERP, ERP systems",
Confidential,SR. Logistics Specialist,6th of October,9,,software,"·, Supply, Accounting, Logistics, Microsoft Office, Purchasing, supply chain management",
AME GROUP,Accountant,Madinaty,9,,software,"·, Finance, Communication, Accounts payable, Business, Accounting, Excel, CPA, CMA, Financial Analysis",
Confidential,Executive Chef,Zanzibar,9,,software,"·, Chef, Executive Chef, Hospitality, Hotels, Cooking, Kitchen, restaurant",
"Izam, inc.",Sales Account Manager - Daftra,Smart Village,9,11 days,software,"·, Negotiation, Communication Skills, Sales, Sales Skills, Customer Service, Sales Target, English",
ICIS,Senior Oracle Developer,New Cairo,9,,software,"·, Computer Science, Information Technology (IT), Engineering, Oracle developer, Oracle SQL, Oracle PL/SQL, ERP",
WUZZUF,B2B Sales Account Manager,Maadi,9,,software,"·, Account Management, B2B, Communication, CRM, English, Sales, sales skills",
Bavaria Egypt,Senior Internal Auditor ( Background industrial ),Nozha,9,,software,"·, Accounting, Auditing standards, Auditing, auditor, ERP, Finance, Financial Analysis, Internal auditor",
Link Development,Senior Front-End Engineer / Angular,Maadi,9,,software,"·, Angular, Computer Science, front-end, Git, HTML5, Information Technology (IT), JavaScript, jQuery",
Confidential,Planning Engineer,Cairo,9,,software,"·, Engineering, planner, Planning, Civil, Civil Engineering, Management, ms project, PMP, Primavera",
spire pharma,Customer Support Representative,Maadi,9,,software,"·, Communication, Customer Care, Presentation, Problem Solving, CRM, CRM Systems, Customer, Customer Service, Customer Support",
Flordor,Senior Accountant,Cairo,9,,software,"·, Odoo ERP, Accountant, excel, Finance, Accounting, Financial Analysis, Financial Management, General Ledger",
Hyundai Rotem,Senior Accountant,Cairo,9,,software,"·, English, Accounting, Financial Management, Finance, MS Excel, Senior Accountant",
MeatHouse,HR Administrator,New Cairo,9,,software,"·, Business Administration, Administration, Communication, Human Resources (HR), Recruitment, Personnel, English, Microsoft Office, Payroll",
ARTSY SILVER ,Shopify Developer,Sheikh Zayed,8,,frontend,"·, Computer Science, CSS, Information Technology (IT), SEO, Shopify",
Ocyan,Full Stack Developer (Nuxt.js),Alexandria,8,,frontend,"·, Vue.js, RESTful APIs, SQL, ORM, Git, Responsive Design, API, Computer Science",
Nahdet Misr Publishing Group,Senior Front End Developer,Mohandessin,8,,frontend,"·, Information Technology (IT), Software Development, jQuery, HTML, Angular, JavaScript, Software Engineering",
Dayra Market ,Mobile Application Developer,Cairo,8,8 days,frontend,"·, flutter, Firebase",
softprimes,Odoo Developer (80% Remote),Nasr City,8,8 days,frontend,"·, HTML5, Software Development, Full Stack, Odoo, python",
Talkpush,Product Support Analyst,Hong Kong,8,9 days,frontend,"·, Analyst, Communication, Customer Support, Customer Care, Information Technology (IT), Product, Training, Database, Customer Service",
WUZZUF,Backend Developer,Maadi,8,9 days,frontend,"·, backend, Backend developer, Computer Science, developer, Information Technology (IT), Software Development, senior, Software Engineering",
Our Education,Senior Front End Developer - Vue,Nasr City,8,9 days,frontend,"·, Information Technology (IT), CSS, javaScript, HTML5, Vue, CSS3, React, SASS, LESS",
Smicolon GmbH,Senior Full Stack Engineer,Munich,8,11 days,frontend,"·, Full Stack, Git, Computer Science, APIs, Information Technology (IT), Java, JavaScript",
Confidential,"Senior Full Stack Developer (.NET core , Angular 8+) Onsite",Nasr City,8,13 days,frontend,"·, Information Technology (IT), Software Development, Software Engineering, OOP, ASP.NET, C#.Net, ADO.NET, SQL",
Guestna,Software Development Manager - Remote (Full Time / Part Time),Riyadh,8,14 days,frontend,"·, Computer Science, Software Development, DevOps, Development, APIs, Agile, Information Technology (IT), Software Engineering, Software",
Aria Systems,Senior .Net Full Stack Developer,Maadi,8,14 days,frontend,"·, Information Technology (IT), Telecommunication, Computer Science, .NET, .NET Development, Angular, CSS, HTML5",
Boca Pro ,Senior Laravel Developer – TALL Stack (Laravel • Livewire • Alpine JS • Tailwind CSS),Maadi,8,14 days,frontend,"·, CSS, Computer Science, PHP, Software, SQL, TailwindCSS, AlpineJS, Livewire",
Confidential,Shopify Developer,Maadi,8,15 days,frontend,"·, CSS, Computer Science, E-Commerce, Engineering, Information Technology (IT), HTML, Magento, Shopify",
Monglish Academy,Backend Developer,Alexandria,8,16 days,frontend,"·, back-end, Computer Science, Information Technology (IT), Engineering, Software",
Ultimate Solutions Egypt,Senior .NET Core Developer,Abu Qir,6,19 days,Cloud,"·, AWS, Azure, Computer Science, Design, Development, Information Technology (IT), Linq",
Confidential,IT Manager,6th of October,6,19 days,Cloud,"·, Information Technology (IT), IT",
Nahdet Misr Publishing Group,Sharepoint Administrator,Mohandessin,6,21 days,Cloud,"·, Azure, Business Administration, ITIL, Information Technology (IT), Sharepoint, MicrosoftSharePoint, ITI, Microsoft Dynamics 365",
ITIDA,Senior Systems/Infrastructure Engineer,6th of October,6,25 days,Cloud,"·, AWS, Computer Engineering, Computer Science, Engineering, Information Technology (IT), Infrastructure, Networking",
Global Brands,Senior AI Developer,New Cairo,6,25 days,Cloud,"·, AWS, APIs, Information Technology (IT), Python, Java, Software Development, Software, Computer Science",
Mersal ,Engineering Director,Maadi,6,21 days,Cloud,"·, Civil Engineering, Leadership, Management, Project Management, Architectural Engineering, MEP Engineering",
Confidential,Technical Project Manager,Smouha,6,21 days,Cloud,"·, Communication skills, PMP, Agile, JavaScript, Engineering, Project Management",
Confidential,Security Architect,Cairo,6,1 month,Cloud,"·, CISSP, CCSK, CCSP, Azure security, PCI DSS, NESA, RBI, NIST, SOC",
E-Jawdah,Senior Back-End,Nasr City,6,23 days,Cloud,"·, PHP, Git, HTML, back-end, RESTful APIs.",
Premium Card,Developer ( .Net ),Cairo,6,24 days,Cloud,"·, Information Technology (IT), Software Engineering, Software Development, .Net",
Dakkaken Group,Senior Vendure & Next.js Developer,Cairo,6,24 days,Cloud,"·, Docker, Node.js, JavaScript, Development, Js, Software Development, PostgreSQL, NestJS, Vendure",
Biobusiness,.NET Full Stack Developer,Hadayek Alahram,6,24 days,Cloud,"·, .Net, Angular, Full Stack",
Link Development,Software Technical Lead-Nodejs,Cairo,6,1 month,Cloud,"·, Computer Science, Node.js, Software Development, Software Engineering",
May University in Cairo,Network and IT Administrator Manager,15th May City,6,25 days,Cloud,"·, Network Administration, Information Technology (IT), Network Security, System Administration",
Global Brands,NinteX Developer,New Cairo,6,25 days,Cloud,"·, Computer Science, Design, Development, Information Technology (IT), SQL, Nintex, JavaScript, K2",
Fixed Solutions,Android Developer,Sheraton,8,14 days,backend,"·, Android Development, Computer Science, Android studio, Android, Software Development, Kotlin, Firebase, Java, Software",
GARO,ASP.NET Developer,Riyadh,8,15 days,backend,"·, ASP, ASP.Net, Computer Science, Information Technology (IT)",
Confidential,Shopify Developer,Maadi,8,15 days,backend,"·, CSS, Computer Science, E-Commerce, Engineering, Information Technology (IT), HTML, Magento, Shopify",
AL MORSHEDY MALL,Senior Web Merchandiser,6th of October,8,15 days,backend,"·, Merchandiser, Information Technology (IT), Software Development",
Monglish Academy,Front End Developer,Alexandria,8,16 days,backend,"·, front-end, Information Technology (IT), Software Development",
SellAbroad,Frontend Engineer,New Cairo,8,1 month,backend,"·, Agile, JavaScript, React, typescript, tailwind",
