search_keyword,page_number,job_title,company_name,location,posted_time,years_of_experience,technologies
python,5,"Senior Quality Control (QC) Engineer - (Hybrid in Maadi, Egypt)",Confidential -,"Maadi,",2 months,,"·,Quality Control,·,Software Testing,·,Automated Testing"
backend,5,Senior Front End Developer,Boca Pro  -,"Maadi,",26 days,,"·,front-end,·,Front end,·,Git,·,Information Technology (IT),·,JavaScript,·,React,·,CSS,·,Computer Science"
backend,5,Senior PHP Developer,GBTECH -,"Tanta,",26 days,,"·,PHP,·,Laravel,·,JavaScript,·,HTML,·,CSS,·,MySQL,·,OPP,·,Software Engineering,·,Software Development"
backend,5,Senior Software Developer,Gila Electric -,"Cairo,",27 days,,"·,Design,·,Software Development,·,Engineering"
backend,5,Senior PHP Developer,POM100 -,"6th of October,",24 days,,"·,PHP,·,Software Development,·,CSS,·,Git,·,HTML,·,Angular,·,Computer Science,·,Information Technology (IT),·,JavaScript"
backend,5,Full Stack Developer,Foozu -,"Sheikh Zayed,",1 month,,"·,JavaScript,·,HTML,·,Software Development,·,Typescript,·,React Native,·,React.js,·,RESTful APIs,·,APIs,·,Computer Science"
backend,5,Senior Mobile Application Developer,SalesArm -,"New Cairo,",24 days,,"·,Android,·,Design,·,Information Technology (IT),·,iOS,·,mobile applications,·,Mobile Development,·,Software Development,·,Swift,·,UI"
backend,5,Full Stack Developer,TryAladdin -,"Cairo,",1 month,,"·,JavaScript,·,MySQL,·,CSS,·,Angular,·,Software Development,·,Full Stack,·,Git,·,HTML,·,Shopify"
backend,5,"Full-Stack AI Tool Developer (React, Next.js, PostgreSQL, AWS Lambda)",Confidential -,"New Cairo,",,,"·,APIs,·,API,·,AWS,·,Computer Science,·,Full-Stack,·,Engineering,·,HTML,·,Information Technology (IT)"
backend,5,"Senior Full Stack Developer (.NET core , Angular 8+) Onsite",Confidential -,"Nasr City,",,,"·,Information Technology (IT),·,Software Development,·,Software Engineering,·,OOP,·,ASP.NET,·,C#.Net,·,ADO.NET,·,SQL"
backend,5,Android Developer,Fixed Solutions -,"Sheraton,",,,"·,Android Development,·,Computer Science,·,Android studio,·,Android,·,Software Development,·,Kotlin,·,Firebase,·,Java,·,Software"
backend,5,ASP.NET Developer,GARO -,"Riyadh,",,,"·,ASP,·,ASP.Net,·,Computer Science,·,Information Technology (IT)"
backend,5,Shopify Developer,Confidential -,"Maadi,",,,"·,CSS,·,Computer Science,·,E-Commerce,·,Engineering,·,Information Technology (IT),·,HTML,·,Magento,·,Shopify"
backend,5,Senior Web Merchandiser,AL MORSHEDY MALL -,"6th of October,",,,"·,Merchandiser,·,Information Technology (IT),·,Software Development"
backend,5,Front End Developer,Monglish Academy -,"Alexandria,",,,"·,front-end,·,Information Technology (IT),·,Software Development"
backend,5,Senior Full Stack PHP Laravel Developer (Remote - Full Time),HIGHBASE TRADING W.L.L -,"Cairo,",,,"·,PHP,·,HTML5,·,CSS3,·,Laravel,·,MySQL,·,Vue.js,·,Tailwind,·,Front-End Development"
frontend,5,Senior . Net Developer,Algoriza -,"Giza,",,,"·,Computer Science,·,Development,·,Information Technology (IT),·,Software Development,·,Software Engineering"
frontend,5,Back-end Team Lead,E-Jawdah -,"Nasr City,",,,"·,PHP,·,RESTful APIs.,·,Git,·,HTML,·,JavaScript,·,CSS,·,Ruby,·,back-end"
frontend,5,Website Senior Developer HTML,Swift Distribution LLC -,"Cairo,",,,"·,HTML,·,CSS,·,Software Development,·,Bootstrap,·,CSS3,·,WordPress,·,JavaScript"
frontend,5,Backend Developer (Laravel - Developing APIs),Ship To Box -,"Sheikh Zayed,",9 days,,"·,Laravel,·,Laravel Framework,·,Laravel PHP,·,Back-End Development,·,Node.js,·,MySQL,·,NodeJS,·,MVC"
frontend,5,Engineering Director,Mersal  -,"Maadi,",9 days,,"·,Civil Engineering,·,Leadership,·,Management,·,Project Management,·,Architectural Engineering,·,MEP Engineering"
frontend,5,Senior Vendure & Next.js Developer,Dakkaken Group -,"Cairo,",12 days,,"·,Docker,·,Node.js,·,JavaScript,·,Development,·,Js,·,Software Development,·,PostgreSQL,·,NestJS,·,Vendure"
frontend,5,Senior Back-End,E-Jawdah -,"Nasr City,",12 days,,"·,PHP,·,Git,·,HTML,·,back-end,·,RESTful APIs."
frontend,5,Front End Developer,"Telecom Systems Provider, LLC -","Maadi,",12 days,,"·,CI/CD,·,Android,·,Computer Science,·,Software Engineering,·,Software,·,iOS,·,REST,·,Development,·,Information Technology (IT)"
frontend,5,Developer ( .Net ),Premium Card -,"Cairo,",12 days,,"·,Information Technology (IT),·,Software Engineering,·,Software Development,·,.Net"
frontend,5,Program Developer,GB CONSULTING -,"Athens,",13 days,,"·,HTML,·,CSS,·,PHP,·,Programming,·,Software,·,SQL,·,Software Development,·,JavaScript,·,Java"
frontend,5,Senior .Net Developer,Global Brands -,"New Cairo,",13 days,,"·,.Net,·,ASP.Net,·,JavaScript,·,MVC,·,Software Development,·,SQL"
frontend,5,Full Stack Developer,TryAladdin -,"Cairo,",1 month,,"·,JavaScript,·,MySQL,·,CSS,·,Angular,·,Software Development,·,Full Stack,·,Git,·,HTML,·,Shopify"
frontend,5,Full-Stack WordPress Developer,Nile Creations -,"Heliopolis,",1 month,,"·,PHP,·,MySQL,·,Magento,·,WordPress,·,Information Technology (IT),·,Web Development,·,Plugins,·,CakePHP"
frontend,5,Full Stack Engineer,Confidential -,"Cairo,",23 days,,"·,Angular,·,React,·,Python,·,Backend,·,Front End"
frontend,5,Senior PHP Developer,POM100 -,"6th of October,",24 days,,"·,PHP,·,Software Development,·,CSS,·,Git,·,HTML,·,Angular,·,Computer Science,·,Information Technology (IT),·,JavaScript"
Data engineer,5,Electrical Engineer,Moharamplast  -,"Ameria,",11 days,,"·,Electrical,·,Electrical manufacturing"
Data engineer,5,Senior System Engineer,Talaat Moustafa Group -,"Cairo,",,,"·,CCNA,·,MCSE,·,Azure,·,CEH,·,Information Technology (IT),·,System Administration"
Data engineer,5,Junior Tender Engineer,Delta Egypt For Lighting  -,"Obour City,",12 days,,"·,Communication skills,·,Electrical,·,Tendering,·,Lighting,·,Power,·,SAP"
Data engineer,5,Engineer Maintenance / Technical Representative (Computer Science) - Mobiles,Raya Distribution -,"Shubra,",11 days,,"·,Communication,·,quality,·,Skills,·,technical,·,Maintenance"
Data engineer,5,Electrical Engineer,Nasr City Solar -,"Hurghada,",12 days,,"·,Electrical,·,Safety,·,Communication,·,Design,·,Electrical manufacturing"
Data engineer,5,Sr. Mechanical Sales Engineer,HCH-Supply--Egypt -,"Cairo,",12 days,,"·,Mechanical,·,sales skills,·,technical,·,B2B"
Data engineer,5,Electrical Design Engineer,Total Air -,"Cairo,",9 days,,"·,CAD,·,Design,·,Software"
Data engineer,5,QS Senior Engineer,Wadi Degla Clubs  -,"New Cairo,",12 days,,"·,AutoCAD,·,Design,·,Construction,·,Computer Science,·,Revit,·,English"
Data engineer,5,Mechanical Site Engineer,D&B -,"Cairo,",13 days,,"·,AutoCAD,·,HVAC,·,Plumbing,·,technical,·,Microsoft Word,·,Microsoft Excel"
Data engineer,5,Mechanical Design Engineer - R&D,Cerebrus Corporation -,"Cairo,",13 days,,"·,Design,·,Drawings,·,SolidWorks,·,English,·,Mechatronics,·,Mechanical"
Data engineer,5,Business Development Engineer,Terra Egypt -,"New Cairo,",,,"·,Business Development,·,CRM,·,Sales,·,Negotiation,·,Technical Presentations,·,Client Relationships,·,MS Office Suite,·,Communication"
Data engineer,5,Senior Project Control Engineer - Steel Structure,EAST  -,"Maadi,",,,"·,Civil,·,Project,·,Steel Structure,·,Cost Control"
Data engineer,5,Audio Visual Pre-Sales Engineer,Specialized Seamless Services  -,"Heliopolis,",,,"·,AutoCAD,·,Microsoft Visio,·,Microsoft Project"
Data engineer,5,Bid/Tendering Engineer ( Females Only),Petro-Teq for industrial solution -,"Smouha,",13 days,,"·,English,·,Mechanical,·,Microsoft Office,·,Procurement,·,Tendering"
Data engineer,5,Mechatronic Production Engineer,Abou Seif Group  -,"Obour City,",14 days,,"·,AutoCAD,·,CNC,·,Maintenance,·,Mechanical,·,Mechatronics"
software,6,IT Specialist,Aayan Developments -,"New Cairo,",,,"·,Engineering,·,Computer Systems,·,Installation,·,Information Technology (IT),·,networks,·,IT,·,Technical Support,·,Communication"
software,6,Graphic Designer,MauriPrint -,"New Cairo,",,,"·,Adobe illustrator,·,Design,·,Adobe Photoshop,·,graphic designer,·,Print Design,·,Social Media Strategy,·,Arts"
software,6,Planning Engineer,Confidential -,"Riyadh,",,,"·,Civil Engineering,·,Project Management,·,Cost Control,·,Engineering,·,Primavera,·,Construction"
software,6,IT OS & Data Base Expert,Wadi Group -,"Sheikh Zayed,",,,"·,Computer Engineering,·,Computer Science,·,DBMS,·,Engineering,·,Information Technology (IT),·,Linux,·,Oracle,·,SOA"
software,6,IT Solutions Purchasing Executive,IT Cores -,"Heliopolis,",,,"·,Administration,·,business,·,Business Administration,·,Management,·,Logistics,·,Microsoft Office,·,Planning"
software,6,Odoo Developer,Aldabboos Group     -,"Sheraton,",,,"·,Odoo Development,·,Odoo,·,Python,·,Mobile Development,·,REST,·,Information Technology (IT)"
software,6,Project Manager,34ML -,"Heliopolis,",,,"·,Computer Science,·,Communication,·,Project Management,·,Information Technology (IT),·,Project,·,Agile"
software,6,Graphic & Video Designer,ارم -,"Madina,",,,"·,Adobe Photoshop,·,Design,·,dreamweaver,·,Graphic Design,·,indesign,·,photoshop"
software,6,AI Engineer,Quantanite -,"Maadi,",,,"·,AI,·,Algorithms,·,Computer Science,·,Information Technology (IT),·,Engineering,·,Python"
software,6,Instructors (Min 5 Years Exp.),CLS Learning Solutions -,"Cairo,",,,"·,Training,·,Teaching,·,Computer Engineering,·,Computer Science,·,Development,·,Education,·,Instructor,·,Science"
software,6,Graphic Designer,aladawy advanced system -,"Abdeen,",,,"·,Adobe illustrator,·,photoshop,·,indesign,·,Graphic,·,Adobe Photoshop,·,Arts,·,Graphic Design"
software,6,business developer,Confidential -,"Heliopolis,",,,"·,Business Development,·,Communication skills,·,Business Administration,·,sales skills"
software,6,IT Director,Synergy Markets -,"New Cairo,",,,"·,CCNA,·,Networks,·,Hardware Support"
software,6,AI Solutions Architect,Get AI Driven -,"Cairo,",8 days,,"·,AI,·,Architecture,·,Computer Engineering,·,APIs,·,Computer Science,·,DevOps,·,Engineering,·,English,·,JavaScript"
software,6,Senior Linux Engineer,Confidential -,"Smouha,",9 days,,"·,Engineering,·,Information Technology (IT),·,Linux,·,Ansible,·,logging proxy,·,Kubernetes"
python,6,Cyber Security Specialist,DOT Information Technology -,"Cairo,",2 months,,"·,Computer Science,·,Network Security"
python,6,Senior Data Scientist,DOT Information Technology -,"New Cairo,",2 months,,"·,Machine Learning,·,Information Technology (IT),·,Programming,·,NLP"
python,6,Odoo Business Analyst,Confidential -,"Riyadh,",2 months,,"·,Computer Science,·,Communication skills,·,Business Analysis,·,Technical Writing,·,quality,·,Analysis,·,systems analysis,·,business,·,Information Technology (IT)"
python,6,Full-Stack Developer,Confidential -,"Cairo,",2 months,,"·,PHP,·,Angular,·,Computer Science,·,CSS,·,HTML,·,SQL,·,Information Technology (IT),·,JavaScript"
python,6,Full Stack Developer,Cherwell Associates -,"Zamalek,",2 months,,"·,Full Stack,·,JavaScript,·,HTML,·,React,·,Software Development,·,MySQL,·,Angular,·,Computer Science"
python,6,Senior IT Engineer,Sumitomo Electric Egypt -,"6th of October,",2 months,,"·,Computer Science,·,Information Technology (IT)"
python,6,Full Stack Developer,TheFedexperience -,"New Cairo,",2 months,,"·,Full Stack,·,CSS,·,HTML,·,Information Technology (IT),·,React,·,MySQL,·,Java,·,JavaScript"
python,6,Senior Application Support Engineer,Al Ahly Momkn for e-payment -,"Maadi,",2 months,,"·,Information Technology (IT),·,Application Support,·,application,·,Engineering,·,Linux,·,SQL,·,PL/SQL"
python,6,Applications Developer,Egypt Foods -,"Giza,",2 months,,"·,JavaScript,·,Java,·,Computer Science,·,Software Engineering,·,Software Development,·,Application Development"
python,6,Senior Software Engineer,Confidential -,"Ain Shams,",2 months,,"·,Information Technology (IT),·,Programming,·,Software,·,Software Development"
python,6,Web & Mobile Apps Developer Expert,Cleopatra Hospitals Group -,"New Cairo,",2 months,,"·,Computer Science,·,Design,·,Software Engineering,·,Information Technology (IT),·,Software Development,·,Web Development,·,JavaScript,·,HTML,·,CSS"
python,6,Junior Data Analyst,Confidential -,"Cairo,",2 months,,"·,Analyzing,·,Computer Science,·,Analysis,·,Data,·,Data Analysis,·,Engineering,·,Information Technology (IT)"
python,6,IT Operations Supervisor,Kasrawy Group -,"Abu Rawash,",2 months,,"·,Information Technology (IT),·,Linux,·,Engineering,·,Microsoft Office 365,·,Security,·,Microsoft Azure,·,AWS,·,Unix/Linux"
python,6,Operations Coordinator,Extend for IT solutions -,"Maadi,",2 months,,"·,Data Analysis,·,Operations,·,Pivot Tables"
backend,6,Full Stack Developer,Babeleye -,"Maadi,",,,"·,Computer Science,·,Engineering,·,Software Development,·,Software Engineering,·,Information Technology (IT),·,Software,·,Laravel,·,jQuery"
backend,6,Senior Frontend Developer (React),TXG  -,"Cairo,",,,"·,Git,·,React,·,TypeScript,·,RESTful APIs,·,HTML5,·,CSS3,·,Code,·,Computer Science"
backend,6,Technical Project Manager,Confidential -,"Smouha,",9 days,,"·,Communication skills,·,PMP,·,Agile,·,JavaScript,·,Engineering,·,Project Management"
backend,6,Marketing Executive,Bouri Group -,"New Cairo,",10 days,,"·,communications,·,Digital,·,English,·,Market Research,·,Marketing,·,Research,·,Writing,·,Arabic"
backend,6,iOS Developer,Madar Soft -,"Fleming,",1 month,,"·,Computer Science,·,Core Data,·,Core Animation,·,Information Technology (IT),·,Git,·,iOS,·,Objective-C,·,RESTful"
backend,6,"Front-End Developer (Blazor, React, Vue, Angular)",Smartly -,"Nasr City,",11 days,,"·,Blazor,·,React,·,Vue.js"
backend,6,Mobile Developer (Flutter),Rizme -,"6th of October,",1 month,,"·,Development,·,flutter,·,Mobile Development"
backend,6,.NET Full Stack Developer,Biobusiness -,"Hadayek Alahram,",12 days,,"·,.Net,·,Angular,·,Full Stack"
backend,6,.NET developer,Tafeel -,"Jeddah,",13 days,,"·,.Net,·,Software Development,·,Information Technology (IT),·,Programming"
backend,6,Mobile Team Lead (Flutter),Rizme -,"6th of October,",1 month,,"·,Mobile Development,·,Software Engineering"
backend,6,Senior Flutter Developer,Ejad -,"Dokki,",1 month,,"·,iOS,·,Android,·,Flutter"
backend,6,Full Stack Developer,Dwell Egypt -,"New Cairo,",1 month,,"·,Real Estate,·,Computer Science,·,Information Technology (IT),·,Software,·,Java"
backend,6,Full Stack Developer,Genie -,"Alsadat City,",1 month,,"·,React,·,Django Framework,·,Python,·,tailwindcss,·,Full Stack Developer,·,JavaScript,·,Odoo,·,Computer Science"
backend,6,Devops Engineer,Egpay -,"Maadi,",16 days,,"·,DevOps,·,CI/CD,·,Engineering,·,Software Engineering,·,Docker,·,Information Technology (IT),·,Computer Science"
backend,6,Wordpress Developer,Abaya Noir -,"Heliopolis,",17 days,,"·,WordPress,·,Information Technology (IT),·,developer,·,Plugins"
frontend,6,Full Stack Developer,LMesh -,"Schiedam,",23 days,,"·,AWS,·,Full Stack Development,·,Cloud,·,Software Development,·,React,·,Docker,·,JavaScript,·,Node.js"
frontend,6,"Senior Full Stack Developer (.NET core , Angular 8+) Onsite",Confidential -,"Nasr City,",,,"·,Information Technology (IT),·,Software Development,·,Software Engineering,·,OOP,·,ASP.NET,·,C#.Net,·,ADO.NET,·,SQL"
frontend,6,Software Development Manager - Remote (Full Time / Part Time),Guestna -,"Riyadh,",,,"·,Computer Science,·,Software Development,·,DevOps,·,Development,·,APIs,·,Agile,·,Information Technology (IT),·,Software Engineering,·,Software"
frontend,6,Senior .Net Full Stack Developer,Aria Systems -,"Maadi,",,,"·,Information Technology (IT),·,Telecommunication,·,Computer Science,·,.NET,·,.NET Development,·,Angular,·,CSS,·,HTML5"
frontend,6,Senior Laravel Developer – TALL Stack (Laravel • Livewire • Alpine JS • Tailwind CSS),Boca Pro  -,"Maadi,",,,"·,CSS,·,Computer Science,·,PHP,·,Software,·,SQL,·,TailwindCSS,·,AlpineJS,·,Livewire"
frontend,6,Shopify Developer,Confidential -,"Maadi,",,,"·,CSS,·,Computer Science,·,E-Commerce,·,Engineering,·,Information Technology (IT),·,HTML,·,Magento,·,Shopify"
frontend,6,Backend Developer,Monglish Academy -,"Alexandria,",,,"·,back-end,·,Computer Science,·,Information Technology (IT),·,Engineering,·,Software"
frontend,6,Back-end .NET Core Developer,Spark Systems -,"Sheikh Zayed,",,,"·,.Net,·,.net core,·,ASP,·,ASP.Net,·,Information Technology (IT),·,Software Development,·,Computer Science,·,Software Engineering"
frontend,6,Senior .NET Core Developer,Ultimate Solutions Egypt -,"Abu Qir,",,,"·,AWS,·,Azure,·,Computer Science,·,Design,·,Development,·,Information Technology (IT),·,Linq"
frontend,6,Oracle Developer forms,Ultimate Solutions Egypt -,"Sheikh Zayed,",,,"·,Communication skills,·,Computer Science,·,Database,·,Information Technology (IT),·,Oracle,·,PL/SQL,·,Oracle Database,·,Software Development"
frontend,6,Remote Senior Full-Stack Developer,Confidential -,"Cairo,",9 days,,"·,shopify,·,liquid,·,react,·,vue.js,·,html5,·,MySQL,·,JavaScript,·,Figma"
frontend,6,Backend Team Lead,Confidential -,"Smouha,",9 days,,"·,backend,·,Communication skills,·,Scrum,·,Java,·,Spring Boot,·,Microservices Architecture"
frontend,6,Backend Developer ( PHP & Laravel ),Softxpert Incorporation  -,"Alexandria,",28 days,,"·,Computer Science,·,Engineering,·,Information Technology (IT),·,Laravel,·,Software,·,Software Development,·,Software Engineering,·,PHP"
frontend,6,Technical Project Manager,Confidential -,"Smouha,",9 days,,"·,Communication skills,·,PMP,·,Agile,·,JavaScript,·,Engineering,·,Project Management"
frontend,6,.Net Team Lead,Youxel -,"Cairo,",28 days,,"·,Information Technology (IT),·,Computer Science,·,.Net,·,Software Development,·,Desktop Development,·,HTML,·,ASYNC,·,Azure"
Ai,1,AI Prompt and Business Integrator - Full Time Remotely,Confidential -,"Sidi Bishr,",,,"·,Software Development"
Ai,1,AI Solutions Architect,Get AI Driven -,"Cairo,",8 days,,"·,Architecture,·,Computer Engineering,·,APIs,·,Computer Science,·,DevOps,·,Engineering,·,English,·,JavaScript"
Ai,1,"Full-Stack AI Tool Developer (React, Next.js, PostgreSQL, AWS Lambda)",Confidential -,"New Cairo,",,,"·,APIs,·,API,·,AWS,·,Computer Science,·,Full-Stack,·,Engineering,·,HTML,·,Information Technology (IT)"
Ai,1,AI Engineer,Quantanite -,"Maadi,",,,"·,Algorithms,·,Computer Science,·,Information Technology (IT),·,Engineering,·,Python,·,Software"
Ai,1,Quality Assurance– Speech Analytics & AI,Quantanite -,"Maadi,",,,"·,Analysis,·,business,·,CRM,·,Microsoft Excel,·,Data,·,Quality Assurance,·,quality,·,analytical"
Ai,1,Sales Representative (AI & Automation Solutions) - Dubai,Confidential -,"Dubai,",,,"·,Sales,·,Business Development,·,sales skills,·,Sales Target,·,Sales Field,·,Sales Planning,·,B2B,·,Communication"
Ai,1,Sales Representative (AI & Automation Solutions),Confidential -,"New Cairo,",,,"·,Sales,·,Business Development,·,sales skills,·,Sales Target,·,Sales Field,·,Sales Planning,·,B2B,·,SaaS"
Ai,1,AI & Software Trainer,compsoft -,"Giza,",13 days,,"·,Computer Science,·,Information Technology (IT),·,Software,·,Software Engineering,·,Big Data"
Ai,1,Python Team Lead - AI & Python Engineering,Softec Technologies -,"Cairo,",11 days,,"·,API,·,AWS,·,Communication skills,·,Computer Science,·,Development,·,Docker,·,Engineering"
Ai,1,Senior AI Developer,Global Brands -,"New Cairo,",13 days,,"·,AWS,·,APIs,·,Information Technology (IT),·,Python,·,Java,·,Software Development,·,Software,·,Computer Science"
Ai,1,IT and AI Specialiat,Green Foods -,"Cairo,",1 month,,"·,computer,·,Computer Science,·,Information Technology (IT),·,Machine Learning"
Ai,1,AI Engineer – Arabic OCR Specialist,Epic Systems -,"Zamalek,",1 month,,"·,Arabic,·,Computer Science,·,Engineering,·,English"
Ai,1,AI Developer,Syad Tech -,"Cairo,",1 month,,"·,software configration,·,Computer Vision,·,Computer Science,·,Information Technology (IT),·,Machine Learning,·,Software Development,·,Programming"
Ai,1,Python Backend Developer – AI & Chatbots,OTIC -,"New Cairo,",2 months,,"·,Python Backend Developer,·,Database,·,Computer Science,·,Azure,·,APIs,·,Software Development,·,Oracle,·,Python,·,Django"
Ai,1,Nocode Architect / AI Developer,Avetti Commerce FZCO -,"Heliopolis,",2 months,,"·,React.js,·,nextjs,·,software,·,ecommerce,·,Programming Language,·,it,·,Development,·,Software Development,·,Web Development"
Data engineer,6,Tendering Engineer,Scib Paints -,"6th of October,",,,"·,Tendering,·,Quantity Surveying,·,Technical Support,·,Technical Writing,·,Technical Proposals"
Data engineer,6,Business Developer & Contract Engineer,Conserv -,"New Cairo,",13 days,,"·,Architecture,·,Business Development,·,Construction,·,Civil,·,CLAC,·,Contract"
Data engineer,6,Senior Mechanical Procurement Engineer,Samman  Engineering & Consulting -,"Dokki,",14 days,,"·,Mechanical,·,Procurement,·,Mechanical procurement"
Data engineer,6,Planning Engineer,ABCO Group  -,"Bourj Alarab,",,,"·,Planning,·,Manufacturing,·,Project Management,·,Production Planning,·,Production,·,MRP"
Data engineer,6,Operational Excellence Specialist,Ovo Egypt -,"6th of October,",11 days,,"·,PMP,·,LEAN,·,Management,·,Six Sigma,·,Operations,·,Project Management,·,Production Process"
Data engineer,6,Architect Engineer - Marketing Position,Alumil -,"Heliopolis,",12 days,,"·,Architecture,·,Architect,·,Design,·,Aluminum,·,Wholebuilding Materials,·,Aluminium Constructions,·,Interior Building Solutions."
Data engineer,6,IT Engineer,Smart Technology Solutions -,"New Damietta,",,,"·,IT Support,·,Communication skills,·,Information Technology (IT),·,IT,·,Network Administration,·,Azure,·,Active Directory,·,Computer Science,·,IT infrastructure management"
Data engineer,6,Senior Design Engineer,ICON Holding -,"Helwan,",15 days,,"·,AutoCAD,·,Civil,·,Computer Science,·,Construction,·,Information Technology (IT),·,MS Office,·,Project"
Data engineer,6,Technical Pre-Sales Engineer,Deutschland Technology Limited -,"Obour City,",13 days,,"·,Mechanical,·,Sales,·,Sales Target,·,Sales Skills,·,Communication"
Data engineer,6,Civil Engineer,Samcrete Engineers & contractors -,"Ismailia,",17 days,,
Data engineer,6,Full stack Developer (.Net Core & Angular),BI-Technologies -,"New Cairo,",13 days,,"·,ASP.NET,·,Software Development,·,.NET,·,Information Technology (IT),·,Full Stack,·,Computer Science"
Data engineer,6,Senior Electrical Site Engineer ( Construction Company ),New Plan  -,"New Capital,",11 days,,"·,Construction,·,AutoCAD,·,Electrical"
Data engineer,6,Agricultural Engineer,samy ayed group -,"Minya,",16 days,,"·,Agricultural,·,Agriculture,·,Farms,·,Irrigation,·,Management,·,Operations,·,Communication,·,Communication skills"
Data engineer,6,Electrical Maintenance Engineer,Confidential -,"Giza,",14 days,,"·,Communication,·,Electrical"
Data engineer,6,AI & Software Trainer,compsoft -,"Giza,",13 days,,"·,Computer Science,·,Information Technology (IT),·,Software,·,Software trainer,·,AI"
software,7,Senior .NET Core Developer,Ultimate Solutions Egypt -,"Abu Qir,",,,"·,AWS,·,Azure,·,Computer Science,·,Design,·,Development,·,Information Technology (IT),·,Linq"
software,7,QualityAsurance Lead / Test Lead,Confidential -,"Smouha,",9 days,,"·,ISTQB,·,Agile,·,Selenium,·,Cypress,·,CI/CD Integration"
software,7,System Engineer,SANA SOFT -,"Alexandria,",9 days,,"·,Computer Engineering,·,DHCP,·,Engineering,·,Computer Science,·,DNS,·,Information Technology (IT),·,Troubleshooting,·,Vmware"
software,7,IT Help Desk Engineer,EGIC -,"Manial,",9 days,,"·,Computer Engineering,·,Engineering,·,Help desk,·,Information Technology (IT),·,Technical Support,·,Hardware,·,Computer Science"
software,7,Project Manager,Domain -,"Nasr City,",9 days,,"·,Project,·,Communication skills,·,Skills,·,Microsoft Office,·,Computer Science,·,Engineering,·,Information Technology (IT)"
software,7,Product Manager,Domain -,"Nasr City,",9 days,,"·,Product Management,·,product manager,·,Sales,·,Information Technology (IT),·,Product,·,Computer Science"
software,7,Quality Assurance,Si-Vision -,"Sheraton,",9 days,,"·,ISO 9001,·,ISO,·,Management,·,QA,·,quality,·,Quality Assurance,·,Quality Control,·,Quality Management"
software,7,Software Business Analyst,eBSEG -,"Maadi,",2 months,,"·,Analysis,·,Business Analysis,·,Project Management"
software,7,"Senior Full Stack Developer (.NET core , Angular 8+) Onsite",Confidential -,"Nasr City,",,,"·,Information Technology (IT),·,OOP,·,ASP.NET,·,C#.Net,·,ADO.NET,·,SQL"
software,7,Senior Front-End Developer (Angular ),Aria Systems -,"Maadi,",,,"·,Information Technology (IT),·,Telecommunication,·,Computer Science,·,.NET,·,.NET Development,·,Angular,·,CSS,·,HTML5"
software,7,Head OF Accounting,Al Amal Co. for Trade & Agencies -,"6th of October,",,,"·,ERP,·,excel,·,Finance,·,General Ledger,·,Financial Management,·,Accounting,·,CMA,·,CPA,·,Financial Analysis"
software,7,Telesales Representative,Migrate -,"Maadi,",,,"·,computer,·,CRM,·,Communication,·,Customer Service,·,negotiation skills,·,Negotiation,·,sales skills"
software,7,Senior Front End Developer,Al Ateeq Software -,"Heliopolis,",9 days,,"·,Angular,·,Communication skills,·,Computer Science,·,front-end,·,Information Technology (IT),·,UI/UX,·,Development"
software,7,Backend Engineer,Devency   -,"Nozha,",,,"·,Engineering,·,Typescript,·,Node.js,·,NoSQL,·,SQL,·,backend"
software,7,Junior Full Stack Developer,Yodawy Med -,"Mohandessin,",10 days,,"·,Computer Science,·,Engineering,·,Full Stack,·,JavaScript"
backend,7,iOS Developer,3rabapp -,"Glim,",1 month,,"·,iOS,·,Objective-C,·,Information Technology (IT),·,Agile,·,APIs,·,Computer Science,·,Core Data"
backend,7,Frontend Engineer,Devency   -,"New Nozha,",19 days,,"·,Software Development,·,Engineering,·,React,·,React.js,·,UI,·,front-end,·,Typescript,·,Agile"
backend,7,Senior PHP Developer (Laravel),Sandah for micro finance -,"6th of October,",1 month,,"·,CSS,·,Engineering,·,Information Technology (IT),·,Software,·,Java,·,Software Development,·,Software Engineering,·,Development"
backend,7,IT Operations Manager,Zewail City -,"6th of October,",1 month,,"·,Information Technology (IT),·,IT,·,Computer Engineering,·,ERP,·,Computer Science,·,Project Management,·,Software"
backend,7,Django Developer,Rehabitaire -,"Maadi,",2 months,,"·,AWS,·,API,·,Django,·,Git,·,Information Technology (IT),·,RESTful,·,Python"
backend,7,Node JS Developer,Rehabitaire -,"Maadi,",2 months,,"·,Node.js,·,Software,·,Js,·,JavaScript,·,Information Technology (IT),·,Git,·,SQL"
backend,7,React Native Developer,SAS -Partners-amca  -,"Zamalek,",1 month,,"·,JavaScript,·,React Native,·,Typescript,·,Software Development,·,APIs,·,React,·,RESTful APIs,·,iOS Development,·,Android Development"
backend,7,Senior ERP Developer,Milkys - The Milkman -,"Sheikh Zayed,",25 days,,"·,Software Development,·,Programming,·,ERP-NEXT,·,Python,·,R,·,Front-End Development,·,Web Development,·,Agile,·,APIs"
backend,7,Senior Front End Developer,SURE International Technology -,"Nasr City,",1 month,,"·,Angular,·,front-end web development,·,Front-End Development,·,frontend"
backend,7,Senior C++ Developer,3i Vision LTD. -,"Hadayek Alahram,",27 days,,"·,c++,·,Linux,·,Programming,·,Software,·,Software Design,·,Software Engineering,·,Software Development"
backend,7,"Software Developer ""Outsourced""",Efada Technology -,"6th of October,",27 days,,"·,Computer Science,·,Information Technology (IT),·,Java,·,Design,·,Software Development,·,Spring,·,RabbitMQ,·,Software Engineering"
